bg_dog_id,dog name,sex,call name,dna reg ,registrations,whelp date,deceased,sire,sire_id,dam,dam_id,litter id,litter id_id,stud book,frozen semen,data_source,last updated,registered_name,image_urls,image_paths,primary_image,microchip,coat_color,eye_color,bite,height,weight,tail,rescue type
197054,SERENDIPITY SOUTHERN DELIGHT V DE-LI,Female,AOIFE,V10209287 (AKC),WS73331901 (AKC),"Jun 30, 2021",,DE-LI'S CALIFORNIA SILVER LINING,139901.0,DE-LI'S LET THE CONTEST BEGIN,121052.0,58618.0,58618.0,,,BG Dog Submission,7/5/2024 3:44:00 PM,SERENDIPITY SOUTHERN DELIGHT V DE-LI,https://bernergarde.org/DB/photos/Dog/BG197054-1.jpeg|https://bernergarde.org/DB/photos/Dog/BG197054-1.jpeg|https://bernergarde.org/DB/photos/Dog/BG197054-2.jpeg,output/images/dog_197054_0.jpg|output/images/dog_197054_1.jpg|output/images/dog_197054_2.jpg,output/images/dog_197054_0.jpg,985141 ...,,,,,,,
197087,LEWA'S MAXIMUM TROUBLE V SANTERA,Female,EMMA,V10014393 (AKC),WS70892902 (AKC),"Jan 7, 2021",,SZERYF Z DEIKLWEJ DOLINY,141531.0,LEWA'S ACES HIGH V SANTERA,162373.0,58629.0,58629.0,,,Official Registration,12/25/2021 12:37:00 PM,LEWA'S MAXIMUM TROUBLE V SANTERA,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
197113,SWISS DESTINY'S BIG SKY BEAUTY,Female,PAISLEY,,WS69004001 (AKC),"Jul 25, 2020",,RAMBO VOM HOLLANDOF,146427.0,406 BERNERS WHIPPIN' WILLOW,143049.0,58635.0,58635.0,,,BG Dog Submission,12/27/2021 9:26:00 PM,SWISS DESTINY'S BIG SKY BEAUTY,https://bernergarde.org/DB/photos/Dog/BG197113-1.jpg|https://bernergarde.org/DB/photos/Dog/BG197113-1.jpg|https://bernergarde.org/DB/photos/Dog/BG197113-2.jpg|https://bernergarde.org/DB/photos/Dog/BG197113-3.jpg|https://bernergarde.org/DB/photos/Dog/BG197113-4.jpg,output/images/dog_197113_0.jpg|output/images/dog_197113_1.jpg|output/images/dog_197113_2.jpg|output/images/dog_197113_3.jpg|output/images/dog_197113_4.jpg,output/images/dog_197113_0.jpg,985141 ...,Normal,Brown,Scissor,23.5,90,Normal,
197165,TIANNA OF LABERNOISE,Female,TIANNA,,GN3964175 (CKC),"Jul 31, 2019",,MOORSBERNESE PONSSE,128783.0,POLISSONNE DE LABERNOISE,152048.0,58651.0,58651.0,,,BG Dog Submission,12/31/2021 9:15:00 PM,TIANNA OF LABERNOISE,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,967000 ...,,,,,,,
197173,URSINA VOM MOOSMÜLI,Female,SINA,,SHSB 759501 (SKG),"Jun 7, 2018",,RIDON HENNET RED HOT CP,138977.0,QIUNARA VOM MOOSMÜLI,197172.0,58654.0,58654.0,,,,1/2/2022 7:59:00 AM,URSINA VOM MOOSMÜLI,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,756097 ...,,,Scissor,,,,
197332,EDELWEISS VON SASAUNNA,Female,EBBY,,772858 (SKG),"Mar 15, 2020",,JON BON JOVI LLOBU ASTUR,195544.0,NEW HOPE Z KRAINY ZEUSA,142658.0,58153.0,58153.0,,,BG Dog Submission,3/17/2023 4:58:00 PM,EDELWEISS VON SASAUNNA,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
197463,GOLDENBREEZ SHISKABOB'S EEYORE,Male,,,FS4035899 (CKC),,,GOLDENBREEZ SHISH KA BOB,125820.0,GOLDENBREEZ PNZY POLLYWOGGLES,147417.0,60277.0,60277.0,,,BG Dog Submission,1/13/2022 1:32:00 PM,GOLDENBREEZ SHISKABOB'S EEYORE,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
197512,BELNOIS ON MY WAY,Male,JUMBO,V980883 (AKC),HY4038190 (CKC),"Dec 3, 2020",,BELNOIS WHO YOU GONNA CALL,148704.0,BELNOIS STAND BY YOU,151294.0,58760.0,58760.0,,,BG Litter Submission,1/14/2022 2:31:00 PM,BELNOIS ON MY WAY,https://bernergarde.org/DB/photos/Dog/BG197512-5.jpg|https://bernergarde.org/DB/photos/Dog/BG197512-5.jpg|https://bernergarde.org/DB/photos/Dog/BG197512-4.jpg|https://bernergarde.org/DB/photos/Dog/BG197512-1.jpg|https://bernergarde.org/DB/photos/Dog/BG197512-6.jpg,output/images/dog_197512_0.jpg|output/images/dog_197512_1.jpg|output/images/dog_197512_2.jpg|output/images/dog_197512_3.jpg|output/images/dog_197512_4.jpg,output/images/dog_197512_0.jpg,956000 ...,Normal,Brown,Scissor,,,Normal,
197571,GUUSJE V.D. BERJANKO,Female,,,NHSB 3257433 (NHSB),"Nov 18, 2021",,PJOTTER VOM BAUSENBERG,165003.0,LOBKE V.D. BERJANKO,164644.0,58771.0,58771.0,,,Dutch Dog Data,1/17/2022 2:29:00 PM,GUUSJE V.D. BERJANKO,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
197636,DYOURBAHLER KLAB UTASH,Male,IVAN,,WS69561701 (AKC),"Mar 5, 2019",,DYOURBAHLER KLAB MAJOR BILL BEST SECURITY,155825.0,DYOURBAHLER KLAB JE M'APPELLE LA VICTOIRE,153798.0,56125.0,56125.0,,,BG Dog Submission,1/8/2023 5:34:00 PM,DYOURBAHLER KLAB UTASH,https://bernergarde.org/DB/photos/Dog/BG197636-1.jpeg|https://bernergarde.org/DB/photos/Dog/BG197636-1.jpeg|https://bernergarde.org/DB/photos/Dog/BG197636-2.jpeg|https://bernergarde.org/DB/photos/Dog/BG197636-3.jpg,output/images/dog_197636_0.jpg|output/images/dog_197636_1.jpg|output/images/dog_197636_2.jpg|output/images/dog_197636_3.jpg,output/images/dog_197636_0.jpg,643094 ...,Normal,Dark Brown,,,,,
197684,ISADORA QWEEN BIBI V.H. OPPERSTOK,Female,,,NHSB  3258290 (NHSB),"Dec 3, 2021",,PUSKAS VAN'T PACHTHOF,176563.0,QWEEN ISARA BIBI V.H. OPPERSTOK,157937.0,58808.0,58808.0,,,Dutch Dog Data,1/25/2022 7:05:00 AM,ISADORA QWEEN BIBI V.H. OPPERSTOK,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,528140 ...,,,,,,,
197761,DE-LI'S FOLLOW YOUR HEART,Female,SOPHIA,,WS74418902 (AKC),"Aug 16, 2021",,DE-LI'S TWIST OF FAITH,163731.0,DE-LI'S SOMEONE TO REMEMBER II,156102.0,58831.0,58831.0,,,Breeder,4/13/2022 11:12:00 AM,DE-LI'S FOLLOW YOUR HEART,https://bernergarde.org/DB/photos/Dog/BG197761-1.jpeg|https://bernergarde.org/DB/photos/Dog/BG197761-1.jpeg|https://bernergarde.org/DB/photos/Dog/BG197761-2.jpeg|https://bernergarde.org/DB/photos/Dog/BG197761-3.jpeg,output/images/dog_197761_0.jpg|output/images/dog_197761_1.jpg|output/images/dog_197761_2.jpg|output/images/dog_197761_3.jpg,output/images/dog_197761_0.jpg,985113 ...,,,,,,,
197795,EMILIO RAUL ANIOLY NA CZTERECH LAPACH,Male,RAUL,,"PKR II 145456 (ZKWP), NHSB 3254367 (NHSB)","May 21, 2021",,BRANDON DURELL ALLEN DEL PAIOLO,197803.0,JENNY OD STASIAKOW,197804.0,58846.0,58846.0,,,Breeder/Owner,10/26/2025 12:32:00 PM,EMILIO RAUL ANIOLY NA CZTERECH LAPACH,https://bernergarde.org/DB/photos/Dog/BG197795-5.jpg|https://bernergarde.org/DB/photos/Dog/BG197795-5.jpg|https://bernergarde.org/DB/photos/Dog/BG197795-2.jpg|https://bernergarde.org/DB/photos/Dog/BG197795-1.jpg|https://bernergarde.org/DB/photos/Dog/BG197795-4.jpg,output/images/dog_197795_0.jpg|output/images/dog_197795_1.jpg|output/images/dog_197795_2.jpg|output/images/dog_197795_3.jpg|output/images/dog_197795_4.jpg,output/images/dog_197795_0.jpg,616093 ...,,,,,,,
198023,TICKBERN ZONLY ONE OF ME,Female,AMBER,,AY11364111 (Ltd - KC),"Nov 11, 2021",,TICKBERN YARD HAND,179126.0,PENELOPE DU ROI DES LACS AVEC TICKBERN,165478.0,58891.0,58891.0,,,BG Litter Submission,2/9/2022 6:03:00 PM,TICKBERN ZONLY ONE OF ME,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,Normal,Dark Brown,Scissor,,,Normal,
198051,ÖREGHEGYI-MACKO UVETTA,Female,UVETTA,,MET.BSH.882/19,"Nov 23, 2018",,HERMÈS DE MARAIS CHAMPAGNE,179097.0,ÖREGHEGYI-MACKO PANGEA PONGO,210462.0,62681.0,62681.0,,,BG Dog Submission,8/17/2025 12:50:00 PM,ÖREGHEGYI-MACKO UVETTA,https://bernergarde.org/DB/photos/Dog/BG198051-1.jpg|https://bernergarde.org/DB/photos/Dog/BG198051-1.jpg,output/images/dog_198051_0.jpg|output/images/dog_198051_1.jpg,output/images/dog_198051_0.jpg,,,,,,,,
198052,ÖREGHEGYI-MACKO X-MAS MOON,Male,WATSON,,"WS74929301 (AKC), BH-05413790 (CNTKC)","Dec 25, 2020",,WHISKY TASMANSKA ELITTE,188528.0,ÖREGHEGYI-MACKO UVETTA,198051.0,58900.0,58900.0,,Yes,Breeder/Owner,2/27/2025 4:34:00 PM,ÖREGHEGYI-MACKO X-MAS MOON,https://bernergarde.org/DB/photos/Dog/BG198052-1.jpeg|https://bernergarde.org/DB/photos/Dog/BG198052-1.jpeg|https://bernergarde.org/DB/photos/Dog/BG198052-1.JPG|https://bernergarde.org/DB/photos/Dog/BG198052_Watson-1.jpg,output/images/dog_198052_0.jpg|output/images/dog_198052_1.jpg|output/images/dog_198052_2.jpg|output/images/dog_198052_3.jpg,output/images/dog_198052_0.jpg,900182 ...,Normal,Dark Brown,,,,,
198205,IZZIE,Female,,,NHSB  3260255 (NHSB),"Dec 11, 2021",,QLIFF MY WOLLY BEAR,189401.0,LOTTE V.D. HOGE VELUWE,166717.0,58932.0,58932.0,,,Dutch Dog Data,2/14/2022 5:30:00 AM,IZZIE,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
198242,ROLLING ACRES LILLYPAD,Female,,,WS58274401 (AKC),"Aug 26, 2017",,KC'S MORGAN,180296.0,JENNA'S LILLY,157178.0,58939.0,58939.0,,,AKC Website,2/14/2022 8:12:00 PM,ROLLING ACRES LILLYPAD,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
198311,ROLLING ROCK SWISS KISS,Female,TIMBER,V981857 (AKC),"WS72167002 (AKC), JR72802","Nov 29, 2019",,MR PRESIDENT NEKIELSKIE MOCZARY,159230.0,LIEBERN BASILEIA,186927.0,55799.0,55799.0,,,BG Dog Submission,2/17/2022 8:45:00 PM,ROLLING ROCK SWISS KISS,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,941000 ...,Normal,Brown,Scissor,,,Normal,
198336,IMRICH Z KYTLIC,Male,,,NHSB  3249175 (NHSB),"Jun 25, 2021",,ROVER RIOMADEA GRANDE,155351.0,HROZINKA Z KYTLIC,198334.0,58968.0,58968.0,,,Breeder/Owner,4/8/2025 4:23:00 AM,IMRICH Z KYTLIC,https://bernergarde.org/DB/photos/Dog/BG198336-1.jpg|https://bernergarde.org/DB/photos/Dog/BG198336-1.jpg,output/images/dog_198336_0.jpg|output/images/dog_198336_1.jpg,output/images/dog_198336_0.jpg,,,,,,,,
198553,SUNSHINE'S HOLIDAY VISION,Female,JASMINE,V958874 (AKC),WS70230801 (AKC),"Oct 11, 2020",,SUNSHINE'S CREAM OF THE CROP,154466.0,SUNSHINE'S DIAMONDS ARE FOR ME,154467.0,59023.0,59023.0,,,BG Litter Submission,2/19/2022 1:32:00 AM,SUNSHINE'S HOLIDAY VISION,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,Normal,Dark Brown,Scissor,,,Normal,
198633,PEACEFUL ACRES MACEY,Female,,,WS62501802 (AKC),"Oct 25, 2018",,CIRCLE D PAINT CREEK BUSTER'S TANK,148650.0,CIRCLE D SGT & FEATHER'S MOCKING JAY,152084.0,59033.0,59033.0,,,OFA,2/19/2022 11:49:00 AM,PEACEFUL ACRES MACEY,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
198788,IMIER SENNENHOF'S HOMAGE MISTER ZIGGY,Male,ZIGGY,,JG4102181 (CKC),"Apr 22, 2021",,IMIER JEAN CLAUDE YUPLADI,147288.0,IMIER XAZIE,142649.0,59064.0,59064.0,,,BG Litter Submission,2/20/2022 10:30:00 AM,IMIER SENNENHOF'S HOMAGE MISTER ZIGGY,https://bernergarde.org/DB/photos/Dog/BG198788-1.jpeg|https://bernergarde.org/DB/photos/Dog/BG198788-1.jpeg,output/images/dog_198788_0.jpg|output/images/dog_198788_1.jpg,output/images/dog_198788_0.jpg,DL86J ...,Normal,Dark Brown,,,,,
198796,IMIER MICHOU,Female,MICHOU,,JG4102184 (CKC),"Apr 22, 2021",,IMIER JEAN CLAUDE YUPLADI,147288.0,IMIER XAZIE,142649.0,59064.0,59064.0,,,BG Litter Submission,2/20/2022 10:41:00 AM,IMIER MICHOU,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,967000 ...,Normal,Dark Brown,,,,,
198797,IMIER MAIKA DES MONTAGNES BLANCHES,Female,MAIKA,,JG4102187 (CKC),"Apr 22, 2021",,IMIER JEAN CLAUDE YUPLADI,147288.0,IMIER XAZIE,142649.0,59064.0,59064.0,,,BG Litter Submission,2/20/2022 10:43:00 AM,IMIER MAIKA DES MONTAGNES BLANCHES,https://bernergarde.org/DB/photos/Dog/BG198797-2.jpg|https://bernergarde.org/DB/photos/Dog/BG198797-2.jpg|https://bernergarde.org/DB/photos/Dog/BG198797-3.jpg|https://bernergarde.org/DB/photos/Dog/BG198797-1.jpg|https://bernergarde.org/DB/photos/Dog/BG198797-4.jpg,output/images/dog_198797_0.jpg|output/images/dog_198797_1.jpg|output/images/dog_198797_2.jpg|output/images/dog_198797_3.jpg|output/images/dog_198797_4.jpg,output/images/dog_198797_0.jpg,,Normal,Dark Brown,,,,,
198875,DE-LI'S JUST THE WAY YOU ARE,Male,BEN,V981441 (AKC),WS73779901 (AKC),"May 24, 2021",,DE LI'S HOMEBREW BY THE KEG V HEARTSDESIRE,128199.0,DE-LI'S EVERY MOMENT IS A BEGINNING,151603.0,59089.0,59089.0,,,AKC Litter Registration,2/21/2022 2:20:00 PM,DE-LI'S JUST THE WAY YOU ARE,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,985113 ...,,,,,,,
198880,LAGUNA PRZYNIOSE CI SZCZESCIE,Female,LUCY,,WS65106201 (AKC),"Oct 13, 2018",,SPLENDID THREE COLOR ZHEAN GABIN,156070.0,LIBERA VAN ST-NIKLAS,156071.0,45441.0,45441.0,,,BG Dog Submission,2/20/2022 8:49:00 PM,LAGUNA PRZYNIOSE CI SZCZESCIE,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
199697,LADY,Female,,,NHSB  3195495 (NHSB),"May 5, 2020",,ELVIS V.D. BRABANTSE BERNERHOEVE,163007.0,SENNA,179144.0,50200.0,50200.0,,,Dutch Dog Data,3/3/2022 6:04:00 AM,LADY,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
200071,MELLOW YELLOW HAPPY VALLEY,Female,,,KC (KC),"Jul 5, 2021",,SMUAN LAD,115411.0,KENAITEEN ANNEEN,149155.0,59321.0,59321.0,,,GB KC Breed Record Supplement,3/4/2022 11:59:00 AM,MELLOW YELLOW HAPPY VALLEY,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
200208,BRIGHTEYE THE BISKIT EATER,Female,ESTELLE,V10036924 (AKC),WS74085705 (AKC),"Sep 27, 2021",,CAMEO'S BRIGHTEYE LOOKIN BACK V COPELAND,155898.0,BRIGHTEYE DOIN A SING FOR BISKITS,165639.0,59346.0,59346.0,,,BG Dog Submission,11/2/2023 4:44:00 PM,BRIGHTEYE THE BISKIT EATER,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
200212,CRYSTAL LAKESUNSET,Female,,,WS50780607 (AKC),"Jun 25, 2015",,,,,,59350.0,59350.0,,,AKC Website,3/6/2022 7:18:00 PM,CRYSTAL LAKESUNSET,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
200213,AVA WENGER,Female,,,PAABA1794224001,"Mar 12, 2019",,MELBURN,191276.0,,,59349.0,59349.0,,,OFA,3/6/2022 7:19:00 PM,AVA WENGER,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
200214,MISTER TWISTER,Male,,,WS67140806 (AKC),"Jan 7, 2020",,,,,,59351.0,59351.0,,,AKC Website,3/6/2022 7:20:00 PM,MISTER TWISTER,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
200218,BERNSTEIN BEARS INDIANA,Female,INDIE,,WS65701108 (AKC),"Sep 9, 2019",,BEAR FLAGS STEWIE,189102.0,BEAR FLAGS LOIS,200215.0,59353.0,59353.0,,,AKC Website,12/24/2024 12:48:00 AM,BERNSTEIN BEARS INDIANA,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
201094,SPRING'S TRUTH SPEAKER,Female,MORRIGAN,V10051117 (AKC),WS75648501 (AKC),"Feb 22, 2022",,SWISS SILHOUETTE'S YAKETY YAK EDOKAN LIKES THAT,149750.0,SPRING'S DETECTIVE BECKETT,146203.0,59518.0,59518.0,,,Breeder,1/23/2025 5:57:00 PM,SPRING'S TRUTH SPEAKER,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,956000 ...,Normal,Brown,Scissor,,,Normal,
201109,RAINIER III,Male,RANIER,,WS73318201 (AKC),"Jun 25, 2021",,KING OF EAST LESNA MAGIA,189009.0,GALA KIZIAKOWA ZAGRODA,146577.0,59522.0,59522.0,,No,BG Dog Submission,3/16/2022 5:39:00 PM,RAINIER III,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,Normal,Dark Brown,Scissor,,,Normal,
201457,MAGIC MT ELVIS BURNING HUNK OF LOVE,Male,ELVIS,V975024 (AKC),WS66466308 (AKC),"Nov 18, 2019",,SERGEANT PEPPER FROM BALIHARA RANCH,152082.0,CIRCLE D SNOWBERN SNOWY GAL SOCKS,177841.0,62660.0,62660.0,,,AKC Website,3/20/2022 2:53:00 PM,MAGIC MT ELVIS BURNING HUNK OF LOVE,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
201671,COPPER VI,Male,COPPER,V10033689 (AKC),WS69141605 (AKC),"Jul 15, 2020",,UNIKA Z PONOCNEJ POLANY II,156079.0,DAISY SOWER,155206.0,59639.0,59639.0,,,BG Dog Submission,5/9/2023 1:52:00 AM,COPPER VI,https://bernergarde.org/DB/photos/Dog/BG201671-1.jpeg|https://bernergarde.org/DB/photos/Dog/BG201671-1.jpeg|https://bernergarde.org/DB/photos/Dog/BG201671-2.jpeg,output/images/dog_201671_0.jpg|output/images/dog_201671_1.jpg|output/images/dog_201671_2.jpg,output/images/dog_201671_0.jpg,985141 ...,Normal,Brown,Scissor,"26""",117 lbs,Normal,
201682,FRIESIANS KISS ME UNDER THE MISTLETOE IZABELLE,Female,IZZY,V10068834 (AKC),WS74880507 (AKC),"Dec 16, 2021",,FRIESIANS GOODWILL AMBASSADOR,129844.0,SCIURUS VALLIS ALIZ IN WUNDERLAND,153854.0,59642.0,59642.0,,,Breeder/Owner,10/3/2025 8:10:00 PM,FRIESIANS KISS ME UNDER THE MISTLETOE IZABELLE,https://bernergarde.org/DB/photos/Dog/BG201682-1.jpg|https://bernergarde.org/DB/photos/Dog/BG201682-1.jpg|https://bernergarde.org/DB/photos/Dog/leone grass.jpg|https://bernergarde.org/DB/photos/Dog/BG201682-3.jpg|https://bernergarde.org/DB/photos/Dog/BG201682-2.jpg,output/images/dog_201682_0.jpg|output/images/dog_201682_1.jpg|output/images/dog_201682_2.jpg|output/images/dog_201682_3.jpg|output/images/dog_201682_4.jpg,output/images/dog_201682_0.jpg,981020 ...,Normal,Brown,Scissor,,,Normal,
201863,BRUNAUGE ARUNDEL HUGO,Male,HUGO,V10124918 (AKC),WS75168701 (AKC),"Dec 23, 2021",,RIVERWOOD'S NIGHT WIND,128577.0,BRUNAUGE FULL OF FUN,159119.0,59657.0,59657.0,,,Breeder/Owner,9/14/2025 5:53:00 PM,BRUNAUGE ARUNDEL HUGO,https://bernergarde.org/DB/photos/Dog/BG201863-1.jpg|https://bernergarde.org/DB/photos/Dog/BG201863-1.jpg|https://bernergarde.org/DB/photos/Dog/BG201863-1.jpeg,output/images/dog_201863_0.jpg|output/images/dog_201863_1.jpg|output/images/dog_201863_2.jpg,output/images/dog_201863_0.jpg,956000 ...,Normal,,,,,,
201966,CAMEO'S IN BETWEEN THE BUNS,Male,BANGER,V10021328 (AKC),WS74269401 (AKC),"Sep 3, 2021",,COPELAND'S CHAMPAGNE WISHES AND CAVIAR DREAMS,190477.0,CAMEO'S DANCIN FOR DOLLARS,153944.0,59692.0,59692.0,"Aug, 2023",,Owner,9/7/2025 8:27:00 PM,CAMEO'S IN BETWEEN THE BUNS,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
201971,SOMMERFELD'S TASTE MY FIRST CHAMPAGNE,Female,LIESL,V10026388 (AKC),WS72486101 (AKC),"Apr 11, 2021",,WINTERGREEN'S EVERY SAILOR'S DREAM,152024.0,SOMMERFELD'S OOH LA LA,141783.0,59696.0,59696.0,,,Breeder/Owner,2/2/2026 1:49:00 AM,SOMMERFELD'S TASTE MY FIRST CHAMPAGNE,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,Normal,Dark Brown,Scissor,,,Normal,
202045,A&L LORETTA,Female,LORETTA,,WS70428007 (AKC),"Sep 26, 2020",,CROUTON'S MASTER - BARCS PHOENIX,148214.0,BAILEY PRIDE,140833.0,59714.0,59714.0,,,AKC Website,4/1/2022 1:15:00 PM,A&L LORETTA,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
202091,TRISTESSEJOIE GRANGETTES D'IMIER,Male,TJ,,GQ3978387 (CKC),"Aug 6, 2019",,OLEKAS KIKI'S CLOVIS D'IMIER,136031.0,LOUNA ASHA LECLERC D'IMIER,155150.0,45961.0,45961.0,,,BG Dog Submission,4/2/2022 6:33:00 PM,TRISTESSEJOIE GRANGETTES D'IMIER,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,956000 ...,,,Scissor,,,,
202094,COUNTRY FEELS RANCH- SKYE HENNESSEY,Female,SKYE,,WS72340709 (AKC),"Apr 20, 2021",,KENTERRY'S BLUE JAY WITT,191985.0,KENTERRY'S WREN WITT,193905.0,57729.0,57729.0,,,Owner,4/4/2022 9:26:00 PM,COUNTRY FEELS RANCH- SKYE HENNESSEY,https://bernergarde.org/DB/photos/Dog/BG202094-1.jpg|https://bernergarde.org/DB/photos/Dog/BG202094-1.jpg,output/images/dog_202094_0.jpg|output/images/dog_202094_1.jpg,output/images/dog_202094_0.jpg,,,,,,,,
202171,BROOKHILLS THERE IS NO SUBSTITUTE V DRIFTLESS,Female,MAPLE,V10106563 (AKC),WS72963703 (AKC),"May 5, 2021",,ADESA'S BETTER WITH BUTTER N TALLPINE,141790.0,BROOKHILLS DREAM CATCHER,190835.0,58122.0,58122.0,,,BG Dog Submission,6/25/2025 8:20:00 PM,BROOKHILLS THERE IS NO SUBSTITUTE V DRIFTLESS,https://bernergarde.org/DB/photos/Dog/BG202171-1.jpg|https://bernergarde.org/DB/photos/Dog/BG202171-1.jpg|https://bernergarde.org/DB/photos/Dog/BG202171-2.jpg,output/images/dog_202171_0.jpg|output/images/dog_202171_1.jpg|output/images/dog_202171_2.jpg,output/images/dog_202171_0.jpg,,,,,,,,
202530,TREASURE RIDGE GEMMA'S MAGIC TRADITION,Female,MOWGLI,,WS74229003 (AKC),"Oct 22, 2021",,SCIURUS VALLIS ARTCHIE,155683.0,FRIESIANS GEMMA OF THE GALAXY,132740.0,59829.0,59829.0,,,Breeder/Owner,1/31/2026 2:27:00 AM,TREASURE RIDGE GEMMA'S MAGIC TRADITION,https://bernergarde.org/DB/photos/Dog/BG202530-3.jpeg|https://bernergarde.org/DB/photos/Dog/BG202530-3.jpeg|https://bernergarde.org/DB/photos/Dog/BG202530-1.jpeg|https://bernergarde.org/DB/photos/Dog/BG202530-4.jpeg|https://bernergarde.org/DB/photos/Dog/BG202530-5.jpeg,output/images/dog_202530_0.jpg|output/images/dog_202530_1.jpg|output/images/dog_202530_2.jpg|output/images/dog_202530_3.jpg|output/images/dog_202530_4.jpg,output/images/dog_202530_0.jpg,985141 ...,Normal,Brown,Scissor,,,Normal,
202558,HERSHY'S SOPHIE,Female,SOPHIE,,WS67352206 (AKC),"May 28, 2019",,,,,,59843.0,59843.0,,,AKC Website,4/16/2022 9:21:00 PM,HERSHY'S SOPHIE,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
202723,MOUNTAINAIR'S AFTER MIDNIGHT V CARMA QUE,Male,OTTER,,WS75951509 (AKC),"Mar 16, 2022",,LA PLATA MOUNTAIN JUSTIN THE NICK OF TIME,197453.0,MOUNTAINAIR'S VOW OF THE HEART,143030.0,59882.0,59882.0,"Apr, 2025",,Breeder/Owner,1/18/2026 3:55:00 PM,MOUNTAINAIR'S AFTER MIDNIGHT V CARMA QUE,https://bernergarde.org/DB/photos/Dog/BG202723-1.jpeg|https://bernergarde.org/DB/photos/Dog/BG202723-1.jpeg|https://bernergarde.org/DB/photos/Dog/BG202723-1.jpg|https://bernergarde.org/DB/photos/Dog/BG202723-3.jpeg,output/images/dog_202723_0.jpg|output/images/dog_202723_1.jpg|output/images/dog_202723_2.jpg|output/images/dog_202723_3.jpg,output/images/dog_202723_0.jpg,982091 ...,,,,,,,
202733,WCC'S ANOUK'S IMAGINATION,Female,ANOUK,,WS73404302 (AKC),"Jul 3, 2021",,RELY ON ELI VAN'T STOKERYBOS,177463.0,WCC'S NAYRU'S PEARL,139370.0,59884.0,59884.0,,,Breeder,4/19/2022 7:44:00 PM,WCC'S ANOUK'S IMAGINATION,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,Normal,Dark Brown,,,,,
202757,FLINTSIDES FLOWING CHASE,Male,,V970673 (AKC),WS65361302 (AKC),"Jun 2, 2019",,,,,,59890.0,59890.0,,,AKC Website,4/21/2022 2:41:00 PM,FLINTSIDES FLOWING CHASE,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
202780,KAIMON GERHEIL OPRAH,Female,OPI,,EST-05312/21  (EST) (EST),"Sep 29, 2021",,GOLDBEAR'S FELIPE MASSA,202973.0,KAIMON GERHEIL GOLDEN MISS PINK,155415.0,59897.0,59897.0,,,BG Litter Submission,4/21/2022 7:54:00 PM,KAIMON GERHEIL OPRAH,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,Normal,Dark Brown,Scissor,,,Normal,
203516,MOLLY RAE,Female,MOLLY,,WS61770802 (AKC),"Jul 8, 2018",,,,,,60078.0,60078.0,,,BG Dog Submission,5/4/2022 1:59:00 AM,MOLLY RAE,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
203542,BEAR FLAGS KIRBY,Male,KIRBY,V10023745 (AKC),WS67960306 (AKC),"Mar 30, 2020",,,,,,60087.0,60087.0,,,BG Dog Submission,11/10/2023 8:37:00 PM,BEAR FLAGS KIRBY,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
